ID,site number,site location,cluster name,site acronym,date,month,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments,Field1
3.7990000000000000e+03,"R20","Verde River at Tangle","verde","verde abv horseshoe","08/16/05 00:00:00","08/16/05 00:00:00",,,3.2200000000000002e+00,8.4500000000000006e-02,,,,,,,,,
3.8000000000000000e+03,"Havasu 1","Havasu lake Sample",,"Havasu 1","08/16/05 00:00:00","08/16/05 00:00:00",,,3.1099999999999999e+00,4.3099999999999999e-02,1.3999999999999999e+00,,,,,,,,
3.8010000000000000e+03,"Havasu 2","Havasu lake Sample",,"Havasu 2","08/16/05 00:00:00","08/16/05 00:00:00",,,,,,,,,,,,,
3.8020000000000000e+03,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","08/16/05 00:00:00","08/16/05 00:00:00",,,,,,,,,,,,,
3.8030000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","08/16/05 00:00:00","08/16/05 00:00:00",,,4.6100000000000003e+00,1.2909999999999999e-01,2.7999999999999998e+00,,,,,,,,
3.8040000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","08/16/05 00:00:00","08/16/05 00:00:00",,,4.5800000000000001e+00,1.1040000000000000e-01,2.3999999999999999e+00,,,,,,,,
3.8050000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","08/16/05 00:00:00","08/16/05 00:00:00",,,4.5499999999999998e+00,1.0829999999999999e-01,2.3999999999999999e+00,,,,,,,,
3.8060000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","08/16/05 00:00:00","08/16/05 00:00:00",,,4.4500000000000002e+00,1.1230000000000000e-01,2.5000000000000000e+00,,,,,,,,
3.8070000000000000e+03,"R1","CAP canal above Waddell Canal","cap","cap-siphon","08/16/05 00:00:00","08/16/05 00:00:00",,,,,,,,,,,,,
3.8080000000000000e+03,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","08/16/05 00:00:00","08/16/05 00:00:00",,,,,,,,,,,,,
3.8090000000000000e+03,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","08/16/05 00:00:00","08/16/05 00:00:00",,,,,,,,,,,,,
3.8100000000000000e+03,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","08/16/05 00:00:00","08/16/05 00:00:00",,,,,,,,,,,,,
3.8110000000000000e+03,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","08/16/05 00:00:00","08/16/05 00:00:00",,,,,,,,,,,,,
3.8120000000000000e+03,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","08/16/05 00:00:00","08/16/05 00:00:00",,,,,,,,,,,,,
3.8130000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","08/16/05 00:00:00","08/16/05 00:00:00",,,,,,,,,,,,,
3.8140000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","08/16/05 00:00:00","08/16/05 00:00:00",,,,,,,,,,,,,
3.8150000000000000e+03,"R3","Waddell Canal","cap","waddell canal","09/13/05 00:00:00","09/13/05 00:00:00",,,3.6499999999999999e+00,9.0399999999999994e-02,2.5000000000000000e+00,,,,,,,,
3.8160000000000000e+03,"UH In","Union Hills Inlet","cap","Union Hills Inlet","09/13/05 00:00:00","09/13/05 00:00:00",,,3.1400000000000001e+00,5.5000000000000000e-02,1.8000000000000000e+00,,,,,,,,
3.8170000000000000e+03,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","09/13/05 00:00:00","09/13/05 00:00:00",,,2.5099999999999998e+00,2.3500000000000000e-02,9.0000000000000002e-01,,,,,,,,
3.8180000000000000e+03,"R11","CAP Canal at Cross-connect","cap","cap @ x con","09/13/05 00:00:00","09/13/05 00:00:00",,,4.0199999999999996e+00,5.6200000000000000e-02,1.3999999999999999e+00,,,,,,,,
3.8190000000000000e+03,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","09/13/05 00:00:00","09/13/05 00:00:00",,,4.4699999999999998e+00,1.1680000000000000e-01,2.6000000000000001e+00,,,,,,,,
3.8200000000000000e+03,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","09/13/05 00:00:00","09/13/05 00:00:00",,,4.6200000000000001e+00,1.2170000000000000e-01,2.6000000000000001e+00,,,,,,,,
3.8210000000000000e+03,"R19","Val Vista WTP treated water","srp","val vista-treated","09/13/05 00:00:00","09/13/05 00:00:00",,,3.1600000000000001e+00,5.7700000000000001e-02,1.8000000000000000e+00,,,,,,,,
3.8220000000000000e+03,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","09/13/05 00:00:00","09/13/05 00:00:00",,,5.0000000000000000e+00,1.2080000000000000e-01,2.3999999999999999e+00,,,,,,,,
3.8230000000000000e+03,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","09/13/05 00:00:00","09/13/05 00:00:00",,,4.7900000000000000e+00,1.1880000000000000e-01,2.5000000000000000e+00,,,,,,,,
3.8240000000000000e+03,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","09/13/05 00:00:00","09/13/05 00:00:00",,,3.6200000000000001e+00,6.9000000000000006e-02,1.8999999999999999e+00,,,,,,,,
3.8250000000000000e+03,"R25","verde river at beeline highway","verde","verde @ beeline","09/13/05 00:00:00","09/13/05 00:00:00",,,3.0600000000000001e+00,9.0700000000000003e-02,3.0000000000000000e+00,,,,,,,,
3.8260000000000000e+03,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","09/13/05 00:00:00","09/13/05 00:00:00",,,5.2199999999999998e+00,1.2520000000000001e-01,2.3999999999999999e+00,,,,,,,,
3.8270000000000000e+03,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","09/13/05 00:00:00","09/13/05 00:00:00",,,4.7100000000000000e+00,1.1650000000000001e-01,2.5000000000000000e+00,,,,,,,,
3.8280000000000000e+03,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","09/13/05 00:00:00","09/13/05 00:00:00",,,4.3600000000000003e+00,1.1330000000000000e-01,2.6000000000000001e+00,,,,,,,,
3.8290000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","09/13/05 00:00:00","09/13/05 00:00:00",,,4.5199999999999996e+00,1.1509999999999999e-01,2.5000000000000000e+00,,,,,,,,
3.8300000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","09/13/05 00:00:00","09/13/05 00:00:00",,,2.3399999999999999e+00,5.5000000000000000e-02,2.3999999999999999e+00,,,,,,,,
3.8310000000000000e+03,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","09/13/05 00:00:00","09/13/05 00:00:00",,,4.3399999999999999e+00,1.1690000000000000e-01,2.7000000000000002e+00,,,,,,,,
3.8320000000000000e+03,"R17","Deer Valley WTP treated water","srp","deer valley-treated","09/13/05 00:00:00","09/13/05 00:00:00",,,3.5099999999999998e+00,5.7400000000000000e-02,1.6000000000000001e+00,,,,,,,,
3.8330000000000000e+03,"Green In","Greenway WTP Inlet","srp","Green In","09/13/05 00:00:00","09/13/05 00:00:00",,,4.7900000000000000e+00,1.1240000000000000e-01,2.2999999999999998e+00,,,,,,,,
4.0070000000000000e+03,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","01/17/06 00:00:00","01/17/06 00:00:00",,,3.3700000000000001e+00,7.3899999999999993e-02,2.2000000000000002e+00,,,,,,,,
4.0080000000000000e+03,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","01/17/06 00:00:00","01/17/06 00:00:00",,,3.1800000000000002e+00,5.3800000000000001e-02,1.7000000000000000e+00,,,,,,,,
4.0090000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","01/17/06 00:00:00","01/17/06 00:00:00",,,3.5699999999999998e+00,6.7100000000000007e-02,1.8999999999999999e+00,,,,,,,,
4.0100000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","01/17/06 00:00:00","01/17/06 00:00:00",,,3.3399999999999999e+00,3.6499999999999998e-02,1.1000000000000001e+00,,,,,,,,
4.0110000000000000e+03,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","01/17/06 00:00:00","01/17/06 00:00:00",,,3.9199999999999999e+00,6.8400000000000002e-02,1.7000000000000000e+00,,,,,,,,
4.0120000000000000e+03,"R17","Deer Valley WTP treated water","srp","deer valley-treated","01/17/06 00:00:00","01/17/06 00:00:00",,,2.8100000000000001e+00,3.4500000000000003e-02,1.2000000000000000e+00,,,,,,,,
4.0130000000000000e+03,"Green In","Greenway WTP Inlet","srp","Green In","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0140000000000000e+03,"Green Out","Greenway WTP Outlet","srp","Green Out","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0150000000000000e+03,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","01/17/06 00:00:00","01/17/06 00:00:00",,,4.0700000000000003e+00,6.6900000000000001e-02,1.6000000000000001e+00,,,,,,,,
4.0160000000000000e+03,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","01/17/06 00:00:00","01/17/06 00:00:00",,,3.4399999999999999e+00,5.0500000000000003e-02,1.5000000000000000e+00,,,,,,,,
4.0170000000000000e+03,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","01/17/06 00:00:00","01/17/06 00:00:00",,,4.0700000000000003e+00,6.7599999999999993e-02,1.7000000000000000e+00,,,,,,,,
4.0180000000000000e+03,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","01/17/06 00:00:00","01/17/06 00:00:00",,,5.2699999999999996e+00,7.0599999999999996e-02,1.3000000000000000e+00,,,,,,,,
4.0190000000000000e+03,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","01/17/06 00:00:00","01/17/06 00:00:00",,,3.5099999999999998e+00,7.1900000000000006e-02,2.0000000000000000e+00,,,,,,,,
4.0200000000000000e+03,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","01/17/06 00:00:00","01/17/06 00:00:00",,,3.6899999999999999e+00,7.1900000000000006e-02,1.8999999999999999e+00,,,,,,,,
4.0210000000000000e+03,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","01/17/06 00:00:00","01/17/06 00:00:00",,,5.6699999999999999e+00,1.1010000000000000e-01,1.8999999999999999e+00,,,,,,,,
4.0220000000000000e+03,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","01/17/06 00:00:00","01/17/06 00:00:00",,,6.0099999999999998e+00,1.1070000000000001e-01,1.8000000000000000e+00,,,,,,,,
4.0230000000000000e+03,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","01/17/06 00:00:00","01/17/06 00:00:00",,,5.8200000000000003e+00,1.0890000000000000e-01,1.8999999999999999e+00,,,,,,,,
4.0240000000000000e+03,"R20","Verde River at Tangle","verde","verde abv horseshoe","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0250000000000000e+03,"Havasu 1","Havasu lake Sample",,"Havasu 1","01/17/06 00:00:00","01/17/06 00:00:00",,,3.0400000000000000e+00,1.2600000000000000e-02,4.0000000000000002e-01,,,,,,,,
4.0260000000000000e+03,"Havasu 2","Havasu lake Sample",,"Havasu 2","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0270000000000000e+03,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0280000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","01/17/06 00:00:00","01/17/06 00:00:00",,,3.9500000000000002e+00,6.7100000000000007e-02,1.7000000000000000e+00,,,,,,,,
4.0290000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","01/17/06 00:00:00","01/17/06 00:00:00",,,3.8599999999999999e+00,6.7000000000000004e-02,1.7000000000000000e+00,,,,,,,,
4.0300000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","01/17/06 00:00:00","01/17/06 00:00:00",,,3.3999999999999999e+00,6.3200000000000006e-02,1.8999999999999999e+00,,,,,,,,
4.0310000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","01/17/06 00:00:00","01/17/06 00:00:00",,,3.6200000000000001e+00,6.5500000000000003e-02,1.8000000000000000e+00,,,,,,,,
4.0320000000000000e+03,"R1","CAP canal above Waddell Canal","cap","cap-siphon","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0330000000000000e+03,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0340000000000000e+03,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0350000000000000e+03,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0360000000000000e+03,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0370000000000000e+03,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0380000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0390000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","01/17/06 00:00:00","01/17/06 00:00:00",,,,,,,,,,,,,
4.0400000000000000e+03,"R3","Waddell Canal","cap","waddell canal","02/13/06 00:00:00","02/13/06 00:00:00",,,2.7799999999999998e+00,3.6900000000000002e-02,1.3000000000000000e+00,,,,,,,,
4.0410000000000000e+03,"UH In","Union Hills Inlet","cap","Union Hills Inlet","02/13/06 00:00:00","02/13/06 00:00:00",,,2.6800000000000002e+00,4.4699999999999997e-02,1.7000000000000000e+00,,,,,,,,
4.0420000000000000e+03,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","02/13/06 00:00:00","02/13/06 00:00:00",,,2.2999999999999998e+00,2.5499999999999998e-02,1.1000000000000001e+00,,,,,,,,
4.0430000000000000e+03,"R11","CAP Canal at Cross-connect","cap","cap @ x con","02/13/06 00:00:00","02/13/06 00:00:00",,,,,,,,,,,,,
4.0440000000000000e+03,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","02/13/06 00:00:00","02/13/06 00:00:00",,,2.5200000000000000e+00,6.8199999999999997e-02,2.7000000000000002e+00,,,,,,,,
4.0450000000000000e+03,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","02/13/06 00:00:00","02/13/06 00:00:00",,,2.6800000000000002e+00,6.9000000000000006e-02,2.6000000000000001e+00,,,,,,,,
4.0460000000000000e+03,"R19","Val Vista WTP treated water","srp","val vista-treated","02/13/06 00:00:00","02/13/06 00:00:00",,,2.1899999999999999e+00,3.5099999999999999e-02,1.6000000000000001e+00,,,,,,,,
4.0470000000000000e+03,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","02/13/06 00:00:00","02/13/06 00:00:00",,,2.6400000000000001e+00,7.0599999999999996e-02,2.7000000000000002e+00,,,,,,,,
4.0480000000000000e+03,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","02/13/06 00:00:00","02/13/06 00:00:00",,,2.5600000000000001e+00,6.8699999999999997e-02,2.7000000000000002e+00,,,,,,,,
4.0490000000000000e+03,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","02/13/06 00:00:00","02/13/06 00:00:00",,,2.3999999999999999e+00,4.0599999999999997e-02,1.7000000000000000e+00,,,,,,,,
4.0500000000000000e+03,"R25","verde river at beeline highway","verde","verde @ beeline","02/13/06 00:00:00","02/13/06 00:00:00",,,2.7999999999999998e+00,6.7299999999999999e-02,2.3999999999999999e+00,,,,,,,,
3.8340000000000000e+03,"Green Out","Greenway WTP Outlet","srp","Green Out","09/13/05 00:00:00","09/13/05 00:00:00",,,3.5000000000000000e+00,3.6400000000000002e-02,1.0000000000000000e+00,,,,,,,,
3.8350000000000000e+03,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","09/13/05 00:00:00","09/13/05 00:00:00",,,4.6100000000000003e+00,1.1340000000000000e-01,2.5000000000000000e+00,,,,,,,,
3.8360000000000000e+03,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","09/13/05 00:00:00","09/13/05 00:00:00",,,3.9199999999999999e+00,6.5600000000000006e-02,1.7000000000000000e+00,,,,,,,,
3.8370000000000000e+03,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","09/13/05 00:00:00","09/13/05 00:00:00",,,5.4199999999999999e+00,8.7499999999999994e-02,1.6000000000000001e+00,,,,,,,,
3.8380000000000000e+03,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","09/13/05 00:00:00","09/13/05 00:00:00",,,5.7900000000000000e+00,9.2700000000000005e-02,1.6000000000000001e+00,,,,,,,,
3.8390000000000000e+03,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","09/13/05 00:00:00","09/13/05 00:00:00",,,4.5400000000000000e+00,1.0700000000000000e-01,2.3999999999999999e+00,,,,,,,,
3.8400000000000000e+03,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","09/13/05 00:00:00","09/13/05 00:00:00",,,5.3499999999999996e+00,1.1790000000000000e-01,2.2000000000000002e+00,,,,,,,,
3.8410000000000000e+03,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","09/13/05 00:00:00","09/13/05 00:00:00",,,6.1699999999999999e+00,1.2450000000000000e-01,2.0000000000000000e+00,,,,,,,,
3.8420000000000000e+03,"R9A-Dup","Saguaro Lake near inlet",,"saguaro-epi dup","09/13/05 00:00:00","09/13/05 00:00:00",,,6.3700000000000001e+00,1.2010000000000000e-01,1.8999999999999999e+00,,,,,,,,
3.8430000000000000e+03,"R9B","Saguaro Lake near inlet","salt","saguaro-hypo","09/13/05 00:00:00","09/13/05 00:00:00",,,5.5099999999999998e+00,1.2559999999999999e-01,2.2999999999999998e+00,,,,,,,,
3.8440000000000000e+03,"R20","Verde River at Tangle","verde","verde abv horseshoe","09/13/05 00:00:00","09/13/05 00:00:00",,,1.4700000000000000e+00,3.8699999999999998e-02,2.6000000000000001e+00,,,,,,,,
3.8450000000000000e+03,"Havasu 1","Havasu lake Sample",,"Havasu 1","09/13/05 00:00:00","09/13/05 00:00:00",,,3.2200000000000002e+00,4.5999999999999999e-02,1.3999999999999999e+00,,,,,,,,
3.8460000000000000e+03,"Havasu 2","Havasu lake Sample",,"Havasu 2","09/13/05 00:00:00","09/13/05 00:00:00",,,,,,,,,,,,,
3.8470000000000000e+03,"Roosvelt","SRP above Roosevelt Lake",,"Above Roosevelt","09/13/05 00:00:00","09/13/05 00:00:00",,,,,,,,,,,,,
3.8480000000000000e+03,"R21","AZ Canal at Central Av.","srp","az canal @ central ave.","09/13/05 00:00:00","09/13/05 00:00:00",,,5.0099999999999998e+00,1.1350000000000000e-01,2.2999999999999998e+00,,,,,,,,
3.8490000000000000e+03,"R22","AZ Canal - 56th St. (Alma School Road)","srp","az canal @ 56th st.","09/13/05 00:00:00","09/13/05 00:00:00",,,5.7699999999999996e+00,1.1320000000000000e-01,2.0000000000000000e+00,,,,,,,,
3.8500000000000000e+03,"Hwy 87","AZ Canal at Highway 87","srp","az canal @ hwy 87","09/13/05 00:00:00","09/13/05 00:00:00",,,5.0700000000000003e+00,1.1150000000000000e-01,2.2000000000000002e+00,,,,,,,,
3.8510000000000000e+03,"Pima","AZ Canal at Pima Rd.","srp","az canal @ pima","09/13/05 00:00:00","09/13/05 00:00:00",,,5.0400000000000000e+00,1.1790000000000000e-01,2.2999999999999998e+00,,,,,,,,
3.8520000000000000e+03,"R1","CAP canal above Waddell Canal","cap","cap-siphon","09/13/05 00:00:00","09/13/05 00:00:00",,,,,,,,,,,,,
3.8530000000000000e+03,"R4","Cap Canal at 7th St.","cap","cap @ 7th st","09/13/05 00:00:00","09/13/05 00:00:00",,,,,,,,,,,,,
3.8540000000000000e+03,"R4-Dup","Cap Canal at 7th St.","cap","cap @ 7th st dup","09/13/05 00:00:00","09/13/05 00:00:00",,,,,,,,,,,,,
3.8550000000000000e+03,"R5","Verde River btwn Horseshoe and Bartlett","verde","verde abv bartlett","09/13/05 00:00:00","09/13/05 00:00:00",,,,,,,,,,,,,
3.8560000000000000e+03,"R7","Verde River below Bartlett Reservoir","verde","verde blw barlett","09/13/05 00:00:00","09/13/05 00:00:00",,,,,,,,,,,,,
3.8570000000000000e+03,"R8","Salt River inlet to Saguaro Lake","salt","salt abv saguaro","09/13/05 00:00:00","09/13/05 00:00:00",,,,,,,,,,,,,
3.8580000000000000e+03,"Mesa","AZ Canal at Mesa Dr.","srp","az canal @ Mesa","09/13/05 00:00:00","09/13/05 00:00:00",,,,,,,,,,,,,
3.8590000000000000e+03,"Scotts","AZ Canal at Scottsdale Rd.","srp","az canal @ scotts.","09/13/05 00:00:00","09/13/05 00:00:00",,,,,,,,,,,,,
3.8600000000000000e+03,"R3","Waddell Canal","cap","waddell canal","10/18/05 00:00:00","10/18/05 00:00:00",,,3.0600000000000001e+00,4.0000000000000001e-02,1.3000000000000000e+00,,,,,,,,
3.8610000000000000e+03,"UH In","Union Hills Inlet","cap","Union Hills Inlet","10/18/05 00:00:00","10/18/05 00:00:00",,,3.3500000000000001e+00,4.0399999999999998e-02,1.2000000000000000e+00,,,,,,,,
3.8620000000000000e+03,"UH Out","Union Hills Treated Water","cap","Union Hills Outlet","10/18/05 00:00:00","10/18/05 00:00:00",,,2.8799999999999999e+00,2.3300000000000001e-02,8.0000000000000004e-01,,,,,,,,
3.8630000000000000e+03,"R11","CAP Canal at Cross-connect","cap","cap @ x con","10/18/05 00:00:00","10/18/05 00:00:00",,,2.9800000000000000e+00,3.9500000000000000e-02,1.3000000000000000e+00,,,,,,,,
3.8640000000000000e+03,"SOCA","South Canal below CAP Cross-conect","SRP","South canal below CAP","10/18/05 00:00:00","10/18/05 00:00:00",,,4.7699999999999996e+00,1.1430000000000000e-01,2.3999999999999999e+00,,,,,,,,
3.8650000000000000e+03,"R18","South Canal at Val Vista WTP","srp","s canal @ val vista","10/18/05 00:00:00","10/18/05 00:00:00",,,4.8499999999999996e+00,1.1430000000000000e-01,2.3999999999999999e+00,,,,,,,,
3.8660000000000000e+03,"R19","Val Vista WTP treated water","srp","val vista-treated","10/18/05 00:00:00","10/18/05 00:00:00",,,3.2799999999999998e+00,5.1400000000000001e-02,1.6000000000000001e+00,,,,,,,,
3.8670000000000000e+03,"HTC","Head of the Tempe Canal","tempe","head of tempe canal","10/18/05 00:00:00","10/18/05 00:00:00",,,4.8600000000000003e+00,1.1370000000000000e-01,2.2999999999999998e+00,,,,,,,,
3.8680000000000000e+03,"SPT In","Tempe Canal - Inlet to Tempe's South Plant","tempe","STP In","10/18/05 00:00:00","10/18/05 00:00:00",,,5.0000000000000000e+00,1.1269999999999999e-01,2.2999999999999998e+00,,,,,,,,
3.8690000000000000e+03,"SPT Out","Tempe's South Plant treated water","tempe","STP Out","10/18/05 00:00:00","10/18/05 00:00:00",,,3.8700000000000001e+00,6.8699999999999997e-02,1.8000000000000000e+00,,,,,,,,
3.8700000000000000e+03,"R25","verde river at beeline highway","verde","verde @ beeline","10/18/05 00:00:00","10/18/05 00:00:00",,,3.5800000000000001e+00,7.6200000000000004e-02,2.1000000000000001e+00,,,,,,,,
3.8710000000000000e+03,"R10","Salt River below Saguaro (Blue Point Bridge)","salt","salt blw saguaro","10/18/05 00:00:00","10/18/05 00:00:00",,,5.5899999999999999e+00,1.2850000000000000e-01,2.2999999999999998e+00,,,,,,,,
3.8720000000000000e+03,"R12","AZ Canal above CAP Cross-connect","srp","az canal inflow","10/18/05 00:00:00","10/18/05 00:00:00",,,5.0099999999999998e+00,1.1300000000000000e-01,2.2999999999999998e+00,,,,,,,,
3.8730000000000000e+03,"R13","AZ Canal below CAP Cross-connect","srp","az canal blw cap","10/18/05 00:00:00","10/18/05 00:00:00",,,4.6500000000000004e+00,9.6100000000000005e-02,2.1000000000000001e+00,,,,,,,,
3.8740000000000000e+03,"R14","AZ Canal - Inlet to Squaw Peak WTP","srp","az canal @ squaw peak","10/18/05 00:00:00","10/18/05 00:00:00",,,4.8600000000000003e+00,1.0000000000000001e-01,2.1000000000000001e+00,,,,,,,,
3.8750000000000000e+03,"R15","Squaw Peak WTP treated water","srp","squaw peak-treated","10/18/05 00:00:00","10/18/05 00:00:00",,,2.9399999999999999e+00,4.1599999999999998e-02,1.3999999999999999e+00,,,,,,,,
3.8760000000000000e+03,"R16","AZ Canal - Inlet to Deer Valley WTP","srp","az canal @ deer valley","10/18/05 00:00:00","10/18/05 00:00:00",,,4.6399999999999997e+00,1.0040000000000000e-01,2.2000000000000002e+00,,,,,,,,
3.8770000000000000e+03,"R17","Deer Valley WTP treated water","srp","deer valley-treated","10/18/05 00:00:00","10/18/05 00:00:00",,,3.5099999999999998e+00,5.1600000000000000e-02,1.5000000000000000e+00,,,,,,,,
3.8780000000000000e+03,"Green In","Greenway WTP Inlet","srp","Green In","10/18/05 00:00:00","10/18/05 00:00:00",,,5.4000000000000004e+00,1.0020000000000000e-01,1.8999999999999999e+00,,,,,,,,
3.8790000000000000e+03,"Green Out","Greenway WTP Outlet","srp","Green Out","10/18/05 00:00:00","10/18/05 00:00:00",,,3.1499999999999999e+00,3.0099999999999998e-02,1.0000000000000000e+00,,,,,,,,
3.8800000000000000e+03,"NP In","Cross-Cut Canal - Inlet to Tempe's North Plant","tempe","North plant inlet","10/18/05 00:00:00","10/18/05 00:00:00",,,4.5099999999999998e+00,1.0290000000000001e-01,2.2999999999999998e+00,,,,,,,,
3.8810000000000000e+03,"NP Out","Tempe's North Plant treated water","tempe","north plant outlet","10/18/05 00:00:00","10/18/05 00:00:00",,,3.8399999999999999e+00,7.4700000000000003e-02,1.8999999999999999e+00,,,,,,,,
3.8820000000000000e+03,"R2A","Lake Pleasant integrated sample","cap","pleasant-epi","10/18/05 00:00:00","10/18/05 00:00:00",,,4.9100000000000001e+00,8.7999999999999995e-02,1.8000000000000000e+00,,,,,,,,
3.8830000000000000e+03,"R2B","Lake Pleasant integrated sample","cap","pleasant-hypo","10/18/05 00:00:00","10/18/05 00:00:00",,,4.2800000000000002e+00,9.3299999999999994e-02,2.2000000000000002e+00,,,,,,,,
3.8840000000000000e+03,"R6A","Bartlett Reservoir near outlet","verde","bartlett-epi","10/18/05 00:00:00","10/18/05 00:00:00",,,4.0899999999999999e+00,1.0140000000000000e-01,2.5000000000000000e+00,,,,,,,,
3.8850000000000000e+03,"R6B","Bartlett Reservoir near outlet","verde","bartlett-hypo","10/18/05 00:00:00","10/18/05 00:00:00",,,4.1500000000000004e+00,1.0100000000000001e-01,2.3999999999999999e+00,,,,,,,,
3.8860000000000000e+03,"R9A","Saguaro Lake near inlet","salt","saguaro-epi","10/18/05 00:00:00","10/18/05 00:00:00",,,5.7900000000000000e+00,1.2330000000000001e-01,2.1000000000000001e+00,,,,,,,,
